order_id,order_time,distance_km,order_items,weather,traffic,rider_queue,prep_time_min,delivery_time_min
2489,2025-01-13 17:15:00,6.09,2,Clear,1,2,17,41.8
2490,2025-03-24 13:35:00,4.07,9,Clear,4,4,13,31.9
2491,2025-01-25 04:06:00,3.21,7,Clear,4,2,7,28.9
2492,2025-04-01 05:08:00,2.43,8,Rain,4,2,21,41.6
2493,2025-02-04 21:49:00,7.74,6,Clear,0,2,19,44.1
2494,2025-01-19 16:30:00,4.17,6,Clear,5,2,14,37.0
2495,2025-01-22 01:28:00,5.36,9,Rain,1,2,19,44.5
2496,2025-02-06 09:11:00,5.18,4,Clear,4,2,5,28.4
2497,2025-03-12 03:19:00,5.98,5,Clear,0,1,26,46.0
2498,2025-01-27 04:54:00,8.72,9,Storm,3,4,25,67.0
2499,2025-03-05 19:35:00,9.82,1,Cloudy,5,0,14,51.3
2500,2025-03-17 12:22:00,4.37,4,Clear,3,4,11,32.1
2501,2025-02-10 09:02:00,8.36,7,Clear,3,3,11,45.9
2502,2025-01-13 02:55:00,7.76,9,Cloudy,1,3,7,34.5
2503,2025-03-23 16:14:00,5.95,6,Clear,0,4,11,34.9
2504,2025-02-20 19:23:00,9.58,8,Cloudy,0,2,13,46.2
2505,2025-02-26 16:34:00,2.4,9,Clear,3,1,12,20.9
2506,2025-04-01 03:33:00,1.54,4,Fog,5,0,7,21.7
2507,2025-03-10 13:33:00,8.61,1,Clear,2,2,9,43.5
2508,2025-01-29 14:54:00,4.67,8,Cloudy,3,4,17,39.3
2509,2025-01-12 15:20:00,8.55,2,Clear,1,4,17,57.5
2510,2025-01-14 17:15:00,8.98,1,Rain,3,1,12,54.1
2511,2025-01-25 22:36:00,1.09,7,Clear,5,1,22,33.3
2512,2025-03-17 17:50:00,8.89,9,Clear,5,4,11,50.8
2513,2025-02-06 19:45:00,4.76,9,Storm,3,2,14,42.4
2514,2025-02-18 07:34:00,5.35,3,Rain,0,2,14,34.7
2515,2025-03-15 08:09:00,6.45,6,Cloudy,3,2,27,48.8
2516,2025-01-18 05:42:00,9.3,7,Clear,4,0,15,47.5
2517,2025-02-07 08:13:00,0.68,9,Fog,4,0,16,28.6
2518,2025-03-19 10:28:00,5.03,2,Clear,2,2,17,39.4
2519,2025-03-06 22:47:00,7.03,8,Cloudy,1,4,12,40.7
2520,2025-01-07 16:44:00,7.37,7,Cloudy,1,1,21,50.4
2521,2025-01-05 01:34:00,7.08,4,Clear,0,3,28,50.8
2522,2025-02-02 19:59:00,1.78,2,Fog,1,1,18,28.4
2523,2025-01-06 16:00:00,3.34,8,Fog,2,1,21,42.5
2524,2025-02-12 13:27:00,3.91,5,Clear,4,3,23,43.2
2525,2025-01-06 07:41:00,8.14,6,Rain,0,2,20,49.8
2526,2025-02-20 19:44:00,3.15,7,Clear,5,1,13,32.3
2527,2025-02-28 23:10:00,2.5,1,Fog,4,3,24,45.3
2528,2025-01-23 12:56:00,9.6,8,Clear,2,4,14,53.4
2529,2025-03-06 01:06:00,0.58,4,Clear,0,4,13,20.6
2530,2025-03-14 02:07:00,9.98,9,Clear,3,4,5,44.9
2531,2025-02-07 00:07:00,6.93,1,Rain,1,2,28,53.0
2532,2025-02-17 19:32:00,8.37,2,Fog,2,1,7,42.5
2533,2025-01-07 12:41:00,3.3,6,Cloudy,0,1,15,23.2
2534,2025-01-28 11:02:00,0.64,1,Clear,4,0,11,18.4
2535,2025-01-28 10:39:00,7.51,4,Clear,0,4,22,51.0
2536,2025-01-15 06:27:00,8.42,8,Storm,3,2,17,55.1
2537,2025-03-06 06:22:00,7.53,5,Rain,2,3,27,63.1
2538,2025-01-10 11:52:00,1.86,9,Clear,0,2,27,37.2
2539,2025-03-08 01:03:00,7.66,6,Clear,5,1,29,59.3
2540,2025-02-05 02:18:00,7.8,1,Rain,2,4,22,65.1
2541,2025-02-13 09:59:00,6.76,6,Clear,2,0,20,37.7
2542,2025-01-10 17:49:00,7.78,6,Storm,4,2,28,65.7
2543,2025-02-20 00:26:00,8.54,6,Rain,1,0,20,54.6
2544,2025-01-29 15:56:00,6.33,8,Fog,5,1,25,59.9
2545,2025-02-11 13:47:00,1.34,6,Rain,3,3,14,30.6
2546,2025-02-03 02:42:00,5.13,5,Clear,0,2,13,30.0
2547,2025-02-24 09:13:00,1.24,2,Fog,1,1,12,21.2
2548,2025-01-09 14:20:00,4.37,4,Rain,4,4,23,56.9
2549,2025-03-18 12:52:00,4.37,5,Clear,1,2,7,23.4
2550,2025-01-25 22:17:00,1.13,4,Rain,2,0,28,40.2
2551,2025-02-01 02:11:00,3.81,2,Clear,2,2,13,32.2
2552,2025-01-25 21:47:00,1.55,7,Fog,3,1,6,29.3
2553,2025-01-08 06:47:00,8.18,2,Clear,5,1,23,58.0
2554,2025-02-03 13:56:00,9.5,1,Storm,0,0,12,43.1
2555,2025-03-31 14:47:00,1.19,5,Clear,0,1,22,23.2
2556,2025-02-05 06:56:00,9.57,1,Clear,4,2,12,49.9
2557,2025-02-19 14:05:00,5.46,1,Cloudy,3,0,9,29.5
2558,2025-01-25 22:26:00,3.35,1,Fog,0,1,10,20.4
2559,2025-01-28 04:12:00,1.23,6,Clear,5,1,14,25.0
2560,2025-03-07 04:42:00,5.26,9,Clear,2,2,19,42.7
2561,2025-02-23 14:47:00,8.05,1,Clear,3,1,8,37.1
2562,2025-03-12 07:58:00,7.22,5,Rain,1,2,7,42.1
2563,2025-03-13 21:53:00,0.98,9,Storm,3,4,28,43.8
2564,2025-02-11 22:19:00,1.19,9,Storm,3,2,13,32.1
2565,2025-01-06 21:47:00,4.33,1,Rain,5,3,20,54.2
2566,2025-03-18 02:23:00,3.31,8,Fog,5,1,20,47.3
2567,2025-01-02 01:15:00,2.71,1,Clear,0,4,19,30.4
2568,2025-02-06 01:33:00,3.17,8,Clear,4,0,28,44.5
2569,2025-01-12 12:49:00,8.13,1,Rain,4,3,13,52.4
2570,2025-03-17 04:49:00,9.33,5,Cloudy,5,0,21,52.3
2571,2025-03-05 21:38:00,4.35,8,Storm,0,3,25,47.8
2572,2025-03-09 18:02:00,9.11,6,Rain,0,4,16,53.6
2573,2025-03-08 17:55:00,3.55,9,Rain,0,4,27,53.4
2574,2025-01-21 19:49:00,5.03,1,Cloudy,5,4,12,44.1
2575,2025-03-16 17:39:00,2.65,9,Clear,4,3,18,34.5
2576,2025-02-01 08:00:00,6.58,1,Clear,0,2,22,43.6
2577,2025-01-18 23:24:00,9.8,3,Cloudy,5,0,16,51.8
2578,2025-02-08 17:11:00,6.23,1,Fog,1,2,18,47.0
2579,2025-01-24 09:40:00,3.9,3,Clear,1,2,24,44.2
2580,2025-02-27 01:25:00,6.65,2,Clear,2,1,27,54.0
2581,2025-02-16 15:25:00,1.67,2,Clear,1,0,9,15.7
2582,2025-01-29 13:55:00,8.94,9,Clear,3,3,5,41.5
2583,2025-01-26 23:47:00,5.28,8,Cloudy,2,1,17,32.5
2584,2025-03-04 12:09:00,4.77,1,Clear,1,1,18,39.7
2585,2025-01-07 09:28:00,6.07,4,Fog,3,4,6,40.4
2586,2025-02-13 14:34:00,6.44,1,Clear,1,3,20,51.5
2587,2025-02-08 02:54:00,1.18,1,Rain,5,2,9,29.6
2588,2025-01-21 20:44:00,6.98,4,Clear,3,2,26,61.5
2589,2025-03-29 15:20:00,2.8,2,Storm,0,2,5,24.2
2590,2025-03-21 11:36:00,7.28,3,Rain,5,4,16,54.0
2591,2025-02-28 01:36:00,8.31,9,Rain,3,2,23,59.6
2592,2025-02-06 04:22:00,8.14,2,Clear,5,0,26,57.4
2593,2025-01-29 17:29:00,5.75,4,Clear,0,2,26,44.6
2594,2025-03-11 03:47:00,5.44,1,Clear,3,2,27,50.7
2595,2025-03-19 10:28:00,1.86,2,Clear,3,0,14,20.0
2596,2025-01-28 19:45:00,7.87,5,Rain,5,4,16,60.1
2597,2025-01-13 05:13:00,3.08,1,Rain,1,1,23,41.5
2598,2025-01-08 03:48:00,5.22,7,Rain,3,3,20,48.1
2599,2025-02-02 11:03:00,3.2,4,Rain,1,4,21,50.9
2600,2025-03-22 03:39:00,1.77,6,Clear,3,2,17,31.0
2601,2025-01-02 14:04:00,6.48,8,Clear,4,1,11,36.0
2602,2025-02-14 09:40:00,1.02,6,Clear,2,3,7,14.2
2603,2025-03-31 15:28:00,7.61,2,Fog,1,3,9,44.5
2604,2025-03-25 08:37:00,3.52,1,Rain,1,3,8,30.3
2605,2025-02-02 20:41:00,0.5,8,Clear,0,0,19,22.8
2606,2025-02-26 00:56:00,5.36,8,Clear,4,0,21,42.6
2607,2025-03-02 04:33:00,0.95,9,Fog,0,1,16,22.3
2608,2025-02-23 06:00:00,3.12,6,Storm,4,2,27,56.4
2609,2025-03-21 02:43:00,7.22,1,Rain,4,1,18,54.0
2610,2025-03-05 17:39:00,1.1,9,Clear,5,2,8,22.0
2611,2025-01-16 08:53:00,8.47,3,Clear,5,4,21,62.4
2612,2025-03-01 19:25:00,0.54,6,Cloudy,5,3,15,31.5
2613,2025-03-04 10:26:00,2.84,9,Storm,3,3,10,29.7
2614,2025-01-22 07:32:00,7.54,3,Clear,0,0,8,31.1
2615,2025-02-08 23:44:00,3.5,5,Fog,2,4,17,42.1
2616,2025-03-24 20:52:00,1.47,5,Storm,4,4,24,48.9
2617,2025-02-25 02:16:00,3.92,7,Clear,4,2,19,38.5
2618,2025-02-23 21:10:00,3.07,4,Clear,1,4,22,38.9
2619,2025-01-09 05:30:00,8.51,4,Clear,3,0,21,56.0
2620,2025-01-14 02:30:00,3.48,7,Clear,2,2,23,44.1
2621,2025-02-21 05:20:00,7.99,9,Storm,5,1,14,42.6
2622,2025-01-07 12:22:00,8.97,4,Clear,4,2,9,49.4
2623,2025-02-17 18:06:00,4.62,4,Fog,1,1,16,38.1
2624,2025-01-15 06:46:00,9.14,6,Cloudy,0,2,29,58.3
2625,2025-03-27 10:22:00,4.08,6,Clear,4,3,19,40.2
2626,2025-01-08 12:35:00,9.66,7,Clear,1,1,27,56.6
2627,2025-02-01 00:29:00,1.35,1,Fog,0,0,8,15.0
2628,2025-01-17 02:32:00,7.03,3,Storm,3,1,12,41.2
2629,2025-01-20 17:09:00,5.19,9,Storm,5,1,24,50.0
2630,2025-03-02 19:52:00,4.18,6,Clear,0,2,26,39.4
2631,2025-03-04 08:01:00,6.51,6,Clear,4,3,21,53.5
2632,2025-03-28 20:38:00,7.19,5,Rain,2,2,10,43.7
2633,2025-02-07 22:14:00,0.54,3,Cloudy,0,2,20,27.3
2634,2025-02-17 21:13:00,2.09,5,Clear,2,3,9,24.1
2635,2025-01-08 10:30:00,7.27,1,Cloudy,2,2,18,42.9
2636,2025-01-07 06:02:00,6.83,3,Clear,0,3,6,34.0
2637,2025-01-10 19:35:00,9.68,4,Cloudy,3,0,21,51.5
2638,2025-03-14 09:12:00,7.73,5,Rain,0,3,10,46.1
2639,2025-03-08 18:38:00,9.53,9,Clear,1,4,15,49.6
2640,2025-03-27 01:19:00,7.17,4,Rain,5,3,6,43.9
2641,2025-02-03 12:33:00,3.33,3,Clear,2,3,29,46.9
2642,2025-03-19 01:24:00,1.5,1,Clear,5,4,29,51.0
2643,2025-01-29 01:05:00,7.93,6,Clear,4,3,5,41.3
2644,2025-03-13 08:47:00,6.62,7,Clear,2,1,9,33.9
2645,2025-03-17 23:19:00,0.96,8,Clear,4,2,12,30.5
2646,2025-01-23 01:35:00,3.92,1,Storm,1,2,8,24.7
2647,2025-02-14 13:32:00,9.59,4,Rain,1,0,23,55.2
2648,2025-03-07 03:35:00,5.25,5,Clear,5,0,9,29.0
2649,2025-02-22 01:25:00,4.61,2,Fog,1,4,9,32.0
2650,2025-03-13 07:36:00,4.85,1,Rain,0,1,28,47.4
2651,2025-01-28 21:40:00,2.48,8,Cloudy,2,0,20,32.5
2652,2025-03-30 19:48:00,4.0,6,Rain,4,2,26,51.2
2653,2025-02-02 16:22:00,4.01,5,Clear,5,0,22,40.5
2654,2025-02-27 16:17:00,1.0,9,Clear,5,0,15,20.3
2655,2025-01-14 17:44:00,7.79,2,Rain,1,3,21,54.5
2656,2025-02-07 18:12:00,4.46,8,Clear,1,0,7,20.5
2657,2025-02-05 21:42:00,8.31,9,Clear,4,4,22,62.9
2658,2025-03-01 20:32:00,8.58,1,Clear,2,2,8,35.7
2659,2025-03-10 19:09:00,2.51,7,Clear,2,4,23,40.2
2660,2025-01-20 20:44:00,6.74,8,Clear,5,4,13,52.0
2661,2025-02-20 10:14:00,4.99,3,Clear,4,1,9,30.6
2662,2025-02-21 12:24:00,8.86,4,Clear,5,3,8,41.7
2663,2025-01-07 16:04:00,2.55,3,Rain,3,4,20,49.0
2664,2025-01-22 05:36:00,6.94,7,Rain,2,1,14,47.0
2665,2025-01-20 12:24:00,6.27,9,Clear,4,2,13,44.4
2666,2025-02-21 06:07:00,3.31,3,Clear,4,2,20,34.7
2667,2025-03-26 19:14:00,1.8,6,Clear,5,1,24,43.4
2668,2025-01-31 04:23:00,6.69,8,Clear,1,4,26,53.3
2669,2025-02-10 02:05:00,7.52,6,Clear,4,4,21,56.0
2670,2025-01-28 23:07:00,3.5,2,Clear,5,3,22,43.9
2671,2025-01-10 21:21:00,6.63,7,Rain,0,3,19,52.7
2672,2025-01-07 17:17:00,4.25,2,Rain,1,2,24,46.7
2673,2025-02-27 16:58:00,7.28,2,Clear,1,3,13,43.8
2674,2025-01-05 02:32:00,2.39,2,Clear,2,1,10,22.4
2675,2025-02-21 18:55:00,8.96,1,Rain,3,2,10,50.1
2676,2025-02-26 17:10:00,3.23,1,Fog,2,4,15,37.8
2677,2025-01-23 04:20:00,3.99,7,Storm,0,2,29,55.4
2678,2025-02-05 01:22:00,1.05,5,Rain,5,0,24,35.3
2679,2025-02-15 22:04:00,1.56,3,Clear,1,2,7,18.4
2680,2025-01-31 10:11:00,5.4,1,Clear,1,3,27,51.8
2681,2025-02-02 09:44:00,3.04,6,Fog,4,1,16,41.6
2682,2025-02-21 10:46:00,8.44,1,Clear,3,4,19,61.0
2683,2025-02-08 01:43:00,0.64,9,Cloudy,3,4,11,25.0
2684,2025-01-24 19:25:00,4.1,2,Rain,4,3,29,59.9
2685,2025-03-21 17:50:00,3.7,1,Rain,0,3,26,53.4
2686,2025-02-14 05:09:00,0.68,7,Clear,3,3,22,34.3
2687,2025-03-20 03:29:00,1.68,6,Rain,1,0,26,34.3
2688,2025-02-18 09:14:00,4.43,6,Clear,0,1,19,33.1
2689,2025-01-13 18:15:00,5.18,5,Clear,2,0,12,26.6
2690,2025-02-15 21:36:00,4.34,4,Clear,2,3,26,49.1
2691,2025-03-25 09:05:00,5.54,4,Fog,0,1,13,39.8
2692,2025-01-10 13:32:00,6.15,3,Rain,1,3,19,49.6
2693,2025-01-18 20:18:00,0.59,8,Clear,2,1,20,21.9
2694,2025-02-14 23:37:00,4.91,7,Clear,5,4,24,57.3
2695,2025-01-02 14:48:00,9.65,9,Storm,1,0,7,37.1
2696,2025-02-20 02:50:00,5.43,1,Storm,4,3,9,37.7
2697,2025-03-15 19:12:00,6.94,7,Rain,3,3,7,42.8
2698,2025-02-11 23:04:00,3.46,4,Rain,0,2,6,26.1
2699,2025-01-06 12:36:00,7.85,7,Clear,3,4,6,43.3
2700,2025-02-19 05:11:00,7.84,1,Rain,4,3,8,48.3
2701,2025-02-06 18:38:00,5.45,5,Clear,2,0,7,31.6
2702,2025-02-28 12:40:00,9.77,3,Cloudy,5,4,13,58.0
2703,2025-01-10 15:34:00,1.69,5,Rain,1,3,27,47.7
2704,2025-02-09 08:20:00,0.66,4,Clear,1,0,26,31.8
2705,2025-03-07 13:19:00,7.82,2,Clear,4,2,16,45.6
2706,2025-03-17 11:45:00,8.17,4,Fog,0,2,28,61.0
2707,2025-02-02 10:02:00,1.64,3,Clear,3,0,13,28.8
2708,2025-02-09 03:50:00,3.02,1,Clear,5,4,23,46.0
2709,2025-02-02 20:13:00,0.67,8,Rain,2,0,16,24.0
2710,2025-03-07 00:21:00,3.29,5,Clear,0,0,20,30.4
2711,2025-02-10 04:17:00,7.84,4,Storm,5,2,27,65.6
2712,2025-02-09 21:06:00,5.42,5,Clear,5,2,29,54.4
2713,2025-02-27 21:51:00,3.81,4,Storm,4,2,5,30.0
2714,2025-03-26 17:43:00,4.03,3,Clear,4,3,14,42.4
2715,2025-02-06 12:23:00,0.51,5,Clear,1,3,29,37.6
2716,2025-02-15 10:11:00,3.35,4,Fog,2,1,27,43.1
2717,2025-03-22 10:01:00,6.64,1,Rain,0,3,14,40.4
2718,2025-03-05 15:59:00,9.75,3,Clear,1,4,8,53.4
2719,2025-02-24 09:53:00,8.55,8,Clear,2,4,15,51.0
2720,2025-02-16 15:10:00,0.72,7,Rain,3,2,26,43.0
2721,2025-03-11 22:02:00,9.04,2,Rain,3,0,15,49.3
2722,2025-03-19 04:33:00,7.94,1,Cloudy,1,2,15,45.3
2723,2025-01-12 06:20:00,7.91,3,Cloudy,0,0,26,54.1
2724,2025-01-25 09:42:00,4.85,5,Rain,2,2,10,34.6
2725,2025-02-03 06:54:00,4.28,1,Clear,3,2,19,41.7
2726,2025-01-30 21:26:00,3.38,3,Clear,3,4,6,24.4
2727,2025-02-23 14:04:00,1.12,3,Rain,0,0,25,39.4
2728,2025-02-16 02:30:00,2.67,5,Clear,1,1,27,39.3
2729,2025-01-27 22:27:00,2.84,3,Clear,4,1,26,41.3
2730,2025-02-20 03:35:00,5.1,9,Clear,5,2,7,32.9
2731,2025-03-18 21:34:00,7.6,1,Clear,2,2,9,37.3
2732,2025-01-25 05:41:00,5.0,4,Clear,3,4,28,54.1
2733,2025-02-08 14:30:00,1.05,4,Clear,5,0,15,18.3
2734,2025-02-16 06:45:00,9.6,1,Storm,5,2,25,70.0
2735,2025-02-02 09:25:00,9.46,2,Clear,4,1,16,52.0
2736,2025-01-08 16:29:00,7.96,1,Clear,5,0,7,39.8
2737,2025-02-14 23:51:00,9.92,6,Clear,0,2,13,45.2
2738,2025-03-18 17:15:00,5.67,3,Rain,1,0,7,28.2
2739,2025-03-19 17:06:00,9.65,7,Clear,2,4,6,45.9
2740,2025-03-10 07:46:00,1.22,5,Rain,0,1,10,15.8
2741,2025-03-15 03:08:00,3.97,9,Cloudy,1,0,28,41.8
2742,2025-03-24 04:38:00,2.64,7,Clear,0,1,10,14.3
2743,2025-01-09 16:50:00,2.36,4,Clear,3,2,21,39.9
2744,2025-02-27 23:04:00,1.84,5,Clear,3,3,12,30.1
2745,2025-01-12 08:18:00,6.41,5,Cloudy,4,0,5,27.5
2746,2025-01-23 15:03:00,7.92,5,Storm,0,1,29,61.7
2747,2025-02-18 16:21:00,5.99,9,Fog,5,0,12,42.8
2748,2025-01-21 01:01:00,1.9,3,Clear,3,2,26,37.2
2749,2025-02-13 12:38:00,8.21,6,Cloudy,1,2,19,43.1
2750,2025-04-01 08:46:00,6.54,8,Clear,4,1,22,50.6
2751,2025-01-04 05:08:00,4.19,9,Clear,5,4,17,42.7
2752,2025-01-05 08:37:00,6.9,7,Fog,2,0,29,61.0
2753,2025-01-26 22:37:00,2.97,3,Cloudy,0,0,12,21.0
2754,2025-01-05 16:18:00,3.78,1,Clear,3,2,24,41.7
2755,2025-02-21 14:35:00,9.22,4,Clear,5,0,22,62.6
2756,2025-03-01 16:48:00,3.26,6,Clear,1,1,17,32.0
2757,2025-03-27 15:03:00,4.96,3,Clear,0,3,18,27.9
2758,2025-02-17 07:42:00,8.96,1,Clear,1,2,19,49.9
2759,2025-03-12 11:56:00,7.22,6,Cloudy,4,3,10,39.5
2760,2025-01-08 16:31:00,1.09,1,Rain,3,0,5,15.4
2761,2025-02-15 10:41:00,1.9,9,Storm,3,4,11,33.8
2762,2025-03-18 01:04:00,0.57,1,Storm,4,1,5,20.8
2763,2025-03-17 16:03:00,6.49,6,Rain,1,0,19,45.8
2764,2025-03-27 20:55:00,4.75,1,Storm,0,1,10,34.5
2765,2025-01-04 18:40:00,1.78,7,Rain,1,0,9,22.7
2766,2025-03-14 09:30:00,9.6,3,Clear,0,0,16,46.5
2767,2025-02-19 15:44:00,5.53,6,Rain,5,0,7,36.7
2768,2025-03-29 23:42:00,2.8,7,Rain,4,2,26,53.3
2769,2025-01-30 15:18:00,5.26,1,Fog,2,3,24,52.8
2770,2025-02-18 22:56:00,6.96,1,Cloudy,0,4,18,46.0
2771,2025-01-08 00:52:00,1.22,5,Clear,3,3,10,18.4
2772,2025-03-06 15:41:00,3.11,6,Storm,5,3,8,39.0
2773,2025-02-24 12:34:00,8.17,9,Clear,3,1,19,49.8
2774,2025-02-04 05:13:00,4.87,1,Storm,5,2,21,60.9
2775,2025-02-22 18:39:00,5.69,4,Clear,3,2,9,33.4
2776,2025-03-17 17:48:00,4.61,8,Clear,1,0,28,43.6
2777,2025-02-17 03:44:00,0.92,9,Clear,1,3,10,21.9
2778,2025-03-23 22:01:00,2.07,3,Rain,1,4,14,31.4
2779,2025-01-23 16:14:00,4.73,2,Clear,5,1,13,37.8
2780,2025-03-19 02:22:00,2.49,4,Cloudy,5,2,8,27.1
2781,2025-03-15 02:09:00,0.97,2,Clear,3,0,13,19.5
2782,2025-01-09 04:24:00,8.51,1,Cloudy,0,4,12,49.0
2783,2025-03-27 11:33:00,9.82,3,Storm,5,3,7,52.2
2784,2025-03-10 16:09:00,8.03,7,Clear,3,4,26,63.4
2785,2025-01-25 12:08:00,8.61,1,Clear,0,2,24,58.2
2786,2025-01-30 08:54:00,2.8,2,Storm,1,1,5,19.8
2787,2025-03-04 11:15:00,9.63,1,Rain,5,3,29,75.5
2788,2025-02-13 21:19:00,2.37,8,Rain,2,1,24,48.1
2789,2025-03-13 01:58:00,9.54,5,Clear,1,4,9,48.5
2790,2025-02-16 22:58:00,9.95,8,Clear,4,4,7,49.3
2791,2025-01-10 15:56:00,7.26,3,Cloudy,0,0,8,32.2
2792,2025-02-11 02:08:00,9.82,7,Clear,2,3,29,65.8
2793,2025-02-07 10:52:00,5.91,8,Clear,1,4,27,49.5
2794,2025-02-24 15:43:00,2.97,6,Clear,5,2,28,52.5
2795,2025-01-18 17:31:00,4.65,7,Storm,2,2,23,45.6
2796,2025-03-20 12:22:00,6.14,2,Storm,3,1,19,56.3
2797,2025-01-03 00:59:00,1.19,8,Clear,0,2,23,29.1
2798,2025-01-20 00:22:00,6.41,5,Clear,4,4,20,59.6
2799,2025-03-26 16:28:00,9.82,7,Clear,3,2,27,60.9
2800,2025-03-08 21:00:00,2.31,1,Clear,2,3,12,31.0
2801,2025-01-21 18:42:00,8.03,5,Clear,1,1,18,47.1
2802,2025-01-15 06:46:00,9.13,1,Cloudy,0,3,9,44.9
2803,2025-03-25 22:03:00,9.47,8,Clear,5,4,5,51.8
2804,2025-01-24 12:35:00,9.62,4,Clear,4,4,23,64.4
2805,2025-01-09 19:46:00,5.45,4,Fog,1,2,9,31.9
2806,2025-02-16 03:28:00,9.78,2,Clear,4,0,7,42.2
2807,2025-01-15 17:56:00,7.69,5,Rain,5,0,21,57.2
2808,2025-03-20 16:58:00,2.04,1,Clear,0,4,11,23.7
2809,2025-02-03 08:07:00,5.03,9,Clear,2,4,21,47.9
2810,2025-03-18 06:40:00,7.32,5,Cloudy,4,1,17,47.9
2811,2025-03-30 07:32:00,2.85,6,Rain,0,4,26,44.8
2812,2025-01-24 09:20:00,6.59,2,Clear,4,4,26,61.0
2813,2025-02-26 01:15:00,6.83,1,Rain,1,1,18,46.2
2814,2025-03-03 07:10:00,2.05,4,Cloudy,4,3,27,43.1
2815,2025-03-01 15:26:00,5.87,7,Clear,1,3,16,43.5
2816,2025-01-15 06:58:00,7.83,6,Rain,1,1,15,44.7
2817,2025-03-03 17:12:00,5.24,1,Cloudy,0,1,5,21.3
2818,2025-03-12 05:17:00,0.61,1,Clear,3,3,7,19.5
2819,2025-03-09 01:31:00,0.59,8,Storm,5,3,16,40.4
2820,2025-03-17 19:42:00,3.89,4,Rain,4,3,13,42.2
2821,2025-03-24 14:18:00,9.3,5,Rain,2,3,6,49.5
2822,2025-03-26 21:36:00,2.67,7,Clear,1,2,18,30.6
2823,2025-03-22 23:13:00,6.53,8,Clear,3,1,9,34.9
2824,2025-01-28 10:40:00,2.61,7,Rain,1,0,7,21.2
2825,2025-02-08 02:27:00,3.56,2,Clear,3,2,16,36.1
2826,2025-03-01 21:25:00,8.56,4,Clear,3,0,16,45.3
2827,2025-02-17 11:53:00,7.42,1,Clear,2,0,25,54.3
2828,2025-03-03 12:39:00,1.41,9,Clear,3,4,11,26.6
2829,2025-02-24 15:52:00,4.57,3,Cloudy,2,1,5,18.6
2830,2025-03-03 23:08:00,0.78,3,Clear,0,2,7,21.6
2831,2025-01-28 10:23:00,5.07,9,Cloudy,1,1,15,32.7
2832,2025-02-11 06:32:00,6.79,3,Clear,2,3,17,50.3
2833,2025-03-06 19:04:00,1.63,8,Rain,5,1,26,49.6
2834,2025-01-28 11:22:00,3.24,2,Clear,1,0,27,41.1
2835,2025-03-20 09:05:00,4.28,3,Storm,5,3,14,44.7
2836,2025-02-20 20:46:00,9.24,2,Storm,4,1,23,64.6
2837,2025-02-16 13:10:00,9.94,1,Clear,5,1,8,43.5
2838,2025-03-14 14:14:00,0.93,2,Cloudy,0,0,26,34.8
2839,2025-03-30 05:56:00,7.73,8,Clear,4,3,9,41.6
2840,2025-02-03 14:15:00,4.03,9,Rain,4,0,15,37.3
2841,2025-02-25 16:22:00,4.23,2,Cloudy,3,1,13,32.5
2842,2025-01-22 12:05:00,7.67,7,Fog,5,2,17,56.2
2843,2025-02-08 00:08:00,9.23,5,Cloudy,3,2,21,55.2
2844,2025-02-21 04:28:00,9.53,3,Clear,5,4,19,67.3
2845,2025-01-11 14:55:00,5.98,9,Clear,4,2,17,47.8
2846,2025-02-02 17:55:00,3.89,6,Clear,3,3,25,48.1
2847,2025-01-25 01:55:00,7.98,1,Rain,1,4,15,52.2
2848,2025-02-17 02:41:00,2.88,5,Storm,5,3,5,35.3
2849,2025-03-06 05:08:00,5.86,7,Clear,5,2,12,39.7
2850,2025-03-23 09:02:00,3.91,4,Rain,3,2,27,56.9
2851,2025-03-02 07:18:00,6.74,8,Clear,5,1,9,39.1
2852,2025-03-28 09:59:00,2.78,5,Clear,4,3,26,50.0
2853,2025-02-22 14:23:00,2.32,9,Rain,3,0,20,36.1
2854,2025-01-17 19:12:00,9.22,9,Clear,3,1,8,42.4
2855,2025-01-03 23:34:00,1.47,9,Fog,2,3,29,51.1
2856,2025-02-11 11:49:00,5.31,1,Clear,2,4,23,56.5
2857,2025-01-29 17:56:00,2.6,2,Storm,4,3,22,51.5
2858,2025-02-05 16:28:00,0.87,3,Clear,1,4,27,41.7
2859,2025-03-10 01:18:00,0.84,4,Clear,5,4,6,25.8
2860,2025-03-31 06:03:00,2.16,9,Rain,0,2,17,31.0
2861,2025-02-09 23:11:00,8.73,6,Fog,5,0,20,59.6
2862,2025-03-17 00:09:00,3.18,1,Clear,0,3,26,38.8
2863,2025-03-09 22:17:00,9.53,9,Clear,4,0,12,47.7
2864,2025-01-25 21:16:00,6.03,6,Rain,1,4,23,56.9
2865,2025-01-14 20:04:00,4.65,4,Clear,1,2,7,20.6
2866,2025-02-22 16:44:00,6.01,4,Fog,1,0,23,47.6
2867,2025-02-02 14:07:00,5.41,3,Storm,2,1,21,48.5
2868,2025-03-27 09:15:00,7.71,7,Clear,4,4,13,49.9
2869,2025-03-28 23:07:00,3.18,3,Clear,0,1,25,37.6
2870,2025-01-18 15:05:00,3.85,2,Storm,1,0,29,43.0
2871,2025-02-27 04:18:00,8.99,8,Clear,4,0,25,55.6
2872,2025-01-13 01:38:00,9.49,4,Rain,5,0,27,71.1
2873,2025-02-02 00:10:00,8.98,8,Clear,0,3,21,53.9
